respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
13032458328,406706099,2021-10-09 13:21:38,2021-10-09 13:28:07,191.89.242.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,El cambio de clase a estar encerrado en casa,#que cabe toda esta pandemia,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Esperanza,Todo el tiempo,Mi aporte a la humanidad/al mundo/a los demás,6,11 a 13 años,Bachiller,Hombre
13032458379,406706099,2021-10-09 13:21:01,2021-10-09 13:27:30,191.156.29.210,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Mi experiencia fue que mi casa se convirtió en mi escuela y mis padres en los maestro,La pandemia nos dejó muchos aprendizajes,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,90,34,100,Esperanza,Una vez,El trabajo en equipo,6,11 a 13 años,Universitario,Hombre
13032436482,406706099,2021-10-09 12:51:58,2021-10-09 13:06:06,132.255.22.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Que me eseño algo nuebo,El mejor colegio que eseña hagol nuevo,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,100,Satisfacción/orgullo,Todo el tiempo,La forma cómo los profesores enseñan,6,11 a 13 años,Bachiller,Hombre
12998316806,406706099,2021-09-27 07:24:53,2021-10-07 08:53:45,161.10.151.157,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,,,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,48,2,3,Indiferencia,Todo el tiempo,La forma como los profesores me evalúan,,,,
13005954653,406706099,2021-09-29 14:17:11,2021-09-29 14:29:38,132.255.22.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,"El año pasa realizaron un concurso de deletreo en inglés, al principio tenía ganas pero no sabía si podría o no podría, pero un amigo que iba a participar me animo a hacerlo al final quedé en el cuarto puesto y aprendí que no se me da nada mal el inglés.",Deletreo en inglés,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,19,65,64,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,8,14 a 16 años,No se,Hombre
13005954264,406706099,2021-09-29 14:15:55,2021-09-29 14:29:09,179.19.69.202,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,"Sobre cuando comenzó la pandemia fue algo muy duro para todos al ver que muchas personas se han ido, al ver que nos tocó un nuevo método de estudio el cual al principio no tenía la mejor organización y eso estresaba mucho y la consecuencias de esta causa para mí fue: caída del cabello, ansiedad, depresión, estrés y mucho cansancio me costaba hacer mucho las tareas ya que siempre he quedado en los primeros puesto y no quería bajar de ahí entonces me propuse a perseverar de la mejor forma en mis estudios entonces empecé a organizarme, poner alarmas de cuando tenía que comenzar, descansar y terminar mis tareas sin sobrepasarse, hice listas y a medida que iba terminado alguna tarea la iba tachando, también fue algo muy fundamental automotivarme yo misma me afirmaba frases que me motivaran y siguiera adelanta eso fue lo que más me ayudó y gracias a eso pude terminar mi año escolar triunfando y en el primer puesto como siempre y eso aún más me motivo en salir adelante y no dejarme vencer del miedo y de las dificultades y de todo eso aprendí que si crees en ti mismo puedes lograr todo lo que te propongas y así vas a perseverar",#Perseveraatumanera,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,6,100,98,Satisfacción/orgullo,Rara vez,Innovación / creatividad,8,14 a 16 años,No se,Hombre
13005946608,406706099,2021-09-29 14:15:19,2021-09-29 14:26:29,179.19.220.123,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Este año he aprendido cosas nuevas que no sabía por ejemplo en física y en otras materias he aprendido cosas nuevas que no sabía y por eso me gusta estudiar para aprender.por ejemplo aprendí que con la temperatura la torre Eiffel se reduce y aveces se alarga más era algo que yo no sabía,Cosas que talvez no sabías,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,67,36,53,Felicidad,No se,Ninguna de las anteriores,8,14 a 16 años,Bachiller,Mujer
13005930794,406706099,2021-09-29 14:14:52,2021-09-29 14:21:11,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,Conocer cosas nuevas sobre el tema ,#AprendeEnTIC,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,13,50,Satisfacción/orgullo,Una vez,Innovación / creatividad,8,11 a 13 años,Técnico,Hombre
13005930589,406706099,2021-09-29 14:12:42,2021-09-29 14:21:11,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Un concurso de ingles llamado spelling bee,El concurso del año,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,86,20,17,Satisfacción/orgullo,Con frecuencia,El trabajo en equipo,8,11 a 13 años,Bachiller,Mujer
13005928971,406706099,2021-09-29 14:13:31,2021-09-29 14:21:07,132.255.22.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,que nadie puede pelear por cosas que pueden arreglar hablando por que el año pasado muchos compañeros peleaban cuando los profesores salian del salon peleaban si sentido y los profesores nos hicieron entender que hay que conversar y no pelear,No hay que pelear si se puede conversar ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,50,20,50,Tristeza,Con frecuencia,Cómo resolver conflictos,8,14 a 16 años,Técnico,Mujer
13005924834,406706099,2021-09-29 14:15:12,2021-09-29 14:19:41,132.255.22.121,,,,,No,ATLÁNTICO,IED Villas de San Pablo,te confundió,,,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,15,92,89,,Rara vez,Liderazgo,8,14 a 16 años,Universitario,Mujer
13005925160,406706099,2021-09-29 14:14:20,2021-09-29 14:19:06,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,LO QUE ME SUCEDIO ESE DIA FUE QUE UN PROFESOR ME EXPLICO A COMO USAR UN ARTEFACTO MAGNETICO NO SOLO PARA QUE SEA UN IMAN SI NO ERA QUE EL ARTEFACTO MAGNETICO PERMITIRIA PODER MEDIR LA GRAVEDAD DE UN CUERPO. Y AHI APRENDI ALGO NUEVO,#ALGO NUEVO,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,20,83,66,Felicidad,Rara vez,Innovación / creatividad,8,14 a 16 años,Técnico,Hombre
13005925312,406706099,2021-09-29 14:13:57,2021-09-29 14:18:58,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,"cuando yo estaba en el colegio, en la clase de ingles siempre prestaba mucha atención porque me gusta mucho el ingles y en ese tiempo e estudiado mas ingles y se mas cosas en ingles. ",#ingles,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,70,50,Felicidad,Todo el tiempo,Lo que hago en mi tiempo libre,8,11 a 13 años,Universitario,Hombre
12999032676,406706099,2021-09-27 11:19:18,2021-09-27 11:35:04,181.129.146.125,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,el año pasado fuy a clases presenciales por un tiempo pero comenso la pandemia y no fuy mas precensial pero aprendi muchas cosas  ,# educación virtual,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,50,50,Esperanza,Con frecuencia,La forma como los profesores me evalúan,5,8 a 10 años,Técnico,Mujer
12999008631,406706099,2021-09-27 11:18:11,2021-09-27 11:26:42,201.185.188.109,,,,,No,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,YO APRENDO HALGO NUEVO,PUEDO APRENDER ALGO NUEVO,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,0,100,100,Felicidad,Con frecuencia,Lo que hago en mi tiempo libre,5,8 a 10 años,Bachiller,Hombre
12999003283,406706099,2021-09-27 11:20:10,2021-09-27 11:25:04,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Me sentí bien por que aprendí cosas nuevas ,Lo que aprendí ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Felicidad,Una vez,Ninguna de las anteriores,5,11 a 13 años,No se,Mujer
12999002255,406706099,2021-09-27 11:18:34,2021-09-27 11:24:31,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,M dio mucha curiosidad por saber más ,#aprendomas,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Satisfacción/orgullo,Con frecuencia,Tecnología y herramientas digitales,5,11 a 13 años,No se,Hombre
12999001689,406706099,2021-09-27 11:17:23,2021-09-27 11:24:21,190.70.121.194,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,me encanto aprender nuevas cosas con el teclado,#cosasnuevas#aprendo#,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,100,50,0,Esperanza,Todo el tiempo,El trabajo en equipo,5,8 a 10 años,No se,Hombre
12998987224,406706099,2021-09-27 11:15:18,2021-09-27 11:19:02,201.185.185.45,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Cuando realizamos un experimento,#experimento,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,99,0,100,Felicidad,Rara vez,Innovación / creatividad,5,8 a 10 años,No se,Mujer
12998882231,406706099,2021-09-27 10:28:27,2021-09-27 10:46:57,190.84.117.193,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,"Fue este año, la seño de arte nos ha enseñado muchas cosas este año, pero ahora nos enseñó algo Q me llamó mucho la atención,la mucica, la seño nos esta enseñando las notas mucica les y me interesa mucho ya Q me ayuda a aprender mas sobre la mucica y también por Q yo toco el piano y me ayuda a aprender a tocar el piano??",#aprendí más sobre la mucica ,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,5,28,50,no está seguro,Rara vez,Lo que hago en mi tiempo libre,5,11 a 13 años,No se,Mujer
12998872343,406706099,2021-09-27 10:32:28,2021-09-27 10:45:41,190.70.115.43,,,,,Sí,ANTIOQUIA,IED Villas de San Pablo,te enseñó algo nuevo,en el salon de clases la seño puso un bideo y me ayudo a entender el tema ,,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,15,2,21,Felicidad,Con frecuencia,Lo que hago en las horas de clase,5,8 a 10 años,No se,Mujer
12998867487,406706099,2021-09-27 10:39:01,2021-09-27 10:44:11,132.255.22.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Que yo no entendía y el profesor me ayudo,Ayudarme,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Entendernos y darnos soporte emocional,81,25,7,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,4,8 a 10 años,No se,Mujer
12998864609,406706099,2021-09-27 10:34:23,2021-09-27 10:42:28,132.255.22.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,No sabía que iba hacer,La confusión,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,47,50,50,Felicidad,Una vez,El trabajo en equipo,5,11 a 13 años,No se,Mujer
12998865450,406706099,2021-09-27 10:30:09,2021-09-27 10:39:22,132.255.22.121,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te confundió,el uso de la plataforma sian ya que nunca antes la había utilizado ,#usa la plataforma ,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,17,18,Felicidad,Rara vez,El trabajo en equipo,5,11 a 13 años,Técnico,Mujer
12998859089,406706099,2021-09-27 10:32:07,2021-09-27 10:37:14,190.70.122.58,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Fue una experiencia muy linda ya que aprendí algo nuevo ,,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,60,42,73,Felicidad,Una vez,La forma cómo los profesores enseñan,5,8 a 10 años,Bachiller,Mujer
12998850195,406706099,2021-09-27 10:28:45,2021-09-27 10:34:44,190.84.119.137,,,,,No,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Me en seño que hay que respetar,Respetar,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,11,16,15,Felicidad,Una vez,El trabajo en equipo,5,11 a 13 años,No se,Mujer
12998850616,406706099,2021-09-27 10:29:08,2021-09-27 10:34:16,190.84.156.181,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,LO QUE ME PASO FU QUE EN UNA CLASE DE TECNOLOGIA ABLAMOS SOBRE LA ERRAMIENTAS YO NO SABIA QUE ERA ESO Y PREGUNTE ME DIGERON QUE SERBIA DE AYUDA EN WOR ,#ERAMIENTAS ,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,32,50,no está seguro,No se,El trabajo en equipo,5,8 a 10 años,No se,Hombre
12998847974,406706099,2021-09-27 10:28:28,2021-09-27 10:34:01,191.95.131.113,,,,,No,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,me dio curiosidad aprender mas porque necesito aprender,#necesito aprender #escuela,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,0,100,Esperanza,Rara vez,Mi aporte a la humanidad/al mundo/a los demás,5,8 a 10 años,Bachiller,Hombre
12998847277,406706099,2021-09-27 10:27:54,2021-09-27 10:33:20,191.89.244.96,,,,,No,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Un día cuando se acabó el recreo nos mandaban a recojer la basura para poder entrar al salón de clases,#recreo,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,71,51,no está seguro,Rara vez,El trabajo en equipo,5,11 a 13 años,No se,Mujer
12998664752,406706099,2021-09-27 09:21:52,2021-09-27 09:38:06,191.95.138.66,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,el  año  pasado  fue  un año  donde  aprendí muchas  cosas  nuevas  como  usar  una  plataforma para enviar  mi tarea ,cosas nuevas ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,33,34,20,Felicidad,Con frecuencia,El trabajo en equipo,4,8 a 10 años,Bachiller,Mujer
12998660791,406706099,2021-09-27 09:21:29,2021-09-27 09:34:58,191.92.96.225,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,Mi experiencia fue conocer  el museo de la institución y poder observar pinturas y cuentos que me parecieron muy interesante,Vista al museo ,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,99,16,7,Felicidad,Rara vez,El trabajo en equipo,4,8 a 10 años,Técnico,Hombre
12998662834,406706099,2021-09-27 09:21:40,2021-09-27 09:34:23,181.131.3.92,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,Me en seño algo nuevo y la esperiencia qu me dejó fue que aprendí más cosas que ví y no conocía,Salida con mis compañeros y profesores,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,89,17,10,Felicidad,No se,La forma cómo los profesores enseñan,4,11 a 13 años,Bachiller,Mujer
12998658415,406706099,2021-09-27 09:21:39,2021-09-27 09:33:35,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te enseñó algo nuevo,si esstoy de aguerdo,si,Me dio curiosidad por saber más,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,13,100,55,Felicidad,Una vez,La forma cómo los profesores enseñan,4,8 a 10 años,Bachiller,Mujer
12998659243,406706099,2021-09-27 09:21:35,2021-09-27 09:33:10,181.141.60.175,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,interrunpieron la clase de tic para hacer una actividada de villas san pablo  la experiencia fue muy buena   y me gusto aprender mas sobre villas san pablo,cosas de villas san pablo,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,2,27,52,Felicidad,Una vez,Innovación / creatividad,4,8 a 10 años,No se,Mujer
12998651422,406706099,2021-09-27 09:21:36,2021-09-27 09:32:21,186.30.167.18,,,,,Sí,ATLÁNTICO,IED Villas de San Pablo,te dio curiosidad por aprender más,paso que fuimos a elavoratorio ,fuimos a ela boratorios,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,56,50,Felicidad,Una vez,El trabajo en equipo,4,8 a 10 años,Bachiller,Mujer
