respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ,DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:,De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó,Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12763698102,405335401,2021-06-22 11:22:48,2021-06-22 11:53:25,200.110.168.90,,,,,Sí,VALLE DEL CAUCA,Centro,te dio curiosidad por aprender más,estaban enseñando el tema del adn y que quedaron dudas sobre los niños con sindrome de down,#SINDROMEDEDROWN,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Entendernos y darnos soporte emocional,0,1,100,no está seguro,Rara vez,Ninguna de las anteriores,10,14 a 16 años,Bachiller,Mujer
12763692529,405335401,2021-06-22 11:19:06,2021-06-22 11:53:08,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Centro,te enseñó algo nuevo,Me enseño con el covidque tenemos que mucha precausion,cuidado y estar más unidos en familia ya que el covid nos esta enseñando que ahora en adelante tenemos que tener mucho cuidado.,La gran enseñanza del covid-19,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,50,50,Felicidad,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,6,8 a 10 años,Bachiller,Mujer
12763684033,405335401,2021-06-22 11:40:54,2021-06-22 11:49:02,181.129.174.43,,,,,Sí,VALLE DEL CAUCA,Centro,te enseñó algo nuevo,Llemagos a la final de inter colegiados ,#futbol en paz ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,70,39,Esperanza,Rara vez,El trabajo en equipo,10,14 a 16 años,No se,Hombre
12763681670,405335401,2021-06-22 11:37:58,2021-06-22 11:47:37,181.143.235.163,,,,,Sí,VALLE DEL CAUCA,Jorge Isaac,te enseñó algo nuevo,Sobre cómo era la socialidad en 1900 en adelante y como fue cambiando todo el mundo y es un tema que me gusta mucho y, la experiencia que compartiría es como se vivía en el tiempo anterior y, la vida antigua que vivían las personas,Un titulo,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,98,100,100,Satisfacción/orgullo,Todo el tiempo,Mi aporte a la humanidad/al mundo/a los demás,9,17 a 19 años,Bachiller,Hombre
12763680205,405335401,2021-06-22 11:41:08,2021-06-22 11:49:05,181.129.174.43,,,,,Sí,CAUCA,Jorge Isaac,te enseñó algo nuevo,Después de todo lo difícil y los sacrificios el único que podrá ver los resultados buenos de eso somos nosotros mismos ,#Conesfuerzotodoesposible,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,26,100,55,Felicidad,Una vez,Ninguna de las anteriores,11,14 a 16 años,Técnico,Mujer
12763679259,405335401,2021-06-22 11:42:24,2021-06-22 11:46:40,190.107.30.83,,,,,Sí,CAUCA,Centro,te enseñó algo nuevo,Vemos cosas nuevas,Divertído,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,53,Indiferencia,Rara vez,Cómo resolver conflictos,10,17 a 19 años,Bachiller,Mujer
12763678686,405335401,2021-06-22 11:38:31,2021-06-22 11:46:30,181.55.188.227,,,,,No,VALLE DEL CAUCA,Centro,te enseñó algo nuevo,...............,...............,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,40,46,52,Satisfacción/orgullo,Rara vez,El trabajo en equipo,10,14 a 16 años,Bachiller,Hombre
12763678087,405335401,2021-06-22 11:41:31,2021-06-22 11:46:17,179.1.48.36,,,,,Sí,VALLE DEL CAUCA,Centro,te enseñó algo nuevo,Pues que de como se trata ir al colegio es aprender eso me inspira mi colegio,#aprendiendosomosmas,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,52,55,no está seguro,Rara vez,Mi aporte a la humanidad/al mundo/a los demás,10,14 a 16 años,Bachiller,Mujer
12763675274,405335401,2021-06-22 11:38:05,2021-06-22 11:46:02,186.147.161.216,,,,,No,VALLE DEL CAUCA,Centro,te confundió,No entendía casi,Nose,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,8,37,18,Esperanza,Una vez,Liderazgo,10,17 a 19 años,No se,Mujer
12763670703,405335401,2021-06-22 11:39:35,2021-06-22 11:43:33,186.168.89.238,,,,,Sí,VALLE DEL CAUCA,Centro,te enseñó algo nuevo,En una clase de biología aprendí que las estrellas de mar son muy delicadas ,#cuidalasestrellasdemar,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,51,36,100,Tristeza,Rara vez,La forma cómo los profesores enseñan,10,14 a 16 años,Bachiller,Mujer
12763670043,405335401,2021-06-22 11:20:12,2021-06-22 11:44:03,186.168.89.238,,,,,Sí,CAUCA,Jorge Isaac,te dio curiosidad por aprender más,Que cuando yo. dentre a la escuela llegué con mucha ganas de aprender muchas cosas nuevas,Aprende con muchas ganas,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Satisfacción/orgullo,Todo el tiempo,Lo que hago en mi tiempo libre,6,11 a 13 años,No se,Mujer
12763669072,405335401,2021-06-22 11:37:53,2021-06-22 11:43:18,181.51.39.58,,,,,No,VALLE DEL CAUCA,Centro,te enseñó algo nuevo,Me enseñaro diferentes app que no sabia que exitia,App de clase,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,24,40,Tristeza,Una vez,Liderazgo,11,17 a 19 años,Postgrado,Hombre
12763668373,405335401,2021-06-22 11:38:03,2021-06-22 11:42:49,190.147.166.171,,,,,No,VALLE DEL CAUCA,,te enseñó algo nuevo,,,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,93,13,88,Felicidad,No se,Cómo resolver conflictos,9,17 a 19 años,Bachiller,Hombre
12763666136,405335401,2021-06-22 11:36:34,2021-06-22 11:41:55,181.129.174.43,,,,,No,VALLE DEL CAUCA,Jorge Isaac,te confundió,Clases de biología y quimica,#AprendiendoCiencias,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,,46,61,1,Angustia/Miedo,Con frecuencia,La forma como los profesores me evalúan,10,14 a 16 años,Bachiller,Mujer
12763665647,405335401,2021-06-22 11:38:22,2021-06-22 11:41:49,181.129.162.10,,,,,Sí,VALLE DEL CAUCA,Jorge Isaac,te enseñó algo nuevo,Tuvimos dinámicas online muy creativas,#AprendoCreativo,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,0,100,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,10,14 a 16 años,Bachiller,Mujer
12763664573,405335401,2021-06-22 11:36:09,2021-06-22 11:41:33,181.53.253.49,,,,,Sí,VALLE DEL CAUCA,Jorge Isaac,te enseñó algo nuevo,Aprendí Algo Nuevo Y Aprendí Nuevas Curiosidades,#AlgoNuevo,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,18,19,Satisfacción/orgullo,Con frecuencia,La forma cómo los profesores enseñan,7,11 a 13 años,No se,Hombre
12763660997,405335401,2021-06-22 11:19:48,2021-06-22 11:45:41,181.143.235.163,,,,,Sí,VALLE DEL CAUCA,Jorge Isaac,te enseñó algo nuevo,Cuando dentramos al colegio en la clace de matematicas aprendimos algo nuevo que no sabiamos,Aprendimos mas cosas,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,49,50,Felicidad,Con frecuencia,Innovación / creatividad,8,11 a 13 años,Bachiller,Hombre
12763657842,405335401,2021-06-22 11:22:25,2021-06-22 11:39:23,181.143.236.165,,,,,Sí,CAUCA,Jorge Isaac,te enseñó algo nuevo,Pues me gusto y aprendi mucho y me gusto ,Super respuesta ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,56,0,0,Esperanza,Rara vez,La forma cómo los profesores enseñan,8,17 a 19 años,Bachiller,Mujer
12763656950,405335401,2021-06-22 11:33:32,2021-06-22 11:39:54,181.129.162.10,,,,,Sí,CAUCA,Jorge Isaac,te dio curiosidad por aprender más,No se ,No se,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,15,21,Felicidad,No se,El trabajo en equipo,8,11 a 13 años,Bachiller,Mujer
12763656481,405335401,2021-06-22 11:20:48,2021-06-22 11:38:26,190.147.166.171,,,,,Sí,VALLE DEL CAUCA,Centro,te dio curiosidad por aprender más,El día que la profesora de biología nos puso a hacer formas con palitos,#palitos,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,68,41,0,no está seguro,Rara vez,Innovación / creatividad,10,14 a 16 años,Bachiller,Mujer
12763654652,405335401,2021-06-22 11:27:51,2021-06-22 11:38:18,181.129.249.130,,,,,Sí,VALLE DEL CAUCA,Centro,te enseñó algo nuevo,Tuve que hacer un portafolio, el cual nunca habia hecho.,Portafolio ,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que pasa hoy,Entendernos y darnos soporte emocional,31,13,50,Satisfacción/orgullo,Rara vez,Relación con los compañeros,10,14 a 16 años,No se,Hombre
12763653616,405335401,2021-06-22 11:19:10,2021-06-22 11:38:01,181.234.46.177,,,,,Sí,VALLE DEL CAUCA,Jorge Isaac,te dio curiosidad por aprender más,INICIE  HA A PRENDRER SODRE UNA MATERIA NUEVA QUE FUE QUIMICA Y ME PARECE INTERESANTE Y MEDIO MUCHAS GANAS DE APRENDER MAS ,#APRENDIENDOQUIMICA,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,50,10,83,Satisfacción/orgullo,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,6,11 a 13 años,Técnico,Hombre
12763651955,405335401,2021-06-22 11:24:36,2021-06-22 11:36:37,181.53.253.30,,,,,No,VALLE DEL CAUCA,Jorge Isaac,te enseñó algo nuevo,Gracias a la enseñanza de los profesores he aprendido muchas cosas que me van servir en mi futuro,#aprendiendodesdecasa,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,53,100,Felicidad,Con frecuencia,Ninguna de las anteriores,,,,
12763650777,405335401,2021-06-22 11:30:26,2021-06-22 11:36:36,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Jorge Isaac,te enseñó algo nuevo,Me enseñó a usar mejor todas las plataformas ,#siempre hay algo nuevo para aprender ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,50,74,Felicidad,Rara vez,El trabajo en equipo,10,14 a 16 años,Bachiller,Mujer
12763650698,405335401,2021-06-22 11:19:19,2021-06-22 11:37:01,181.143.236.165,,,,,Sí,VALLE DEL CAUCA,Jorge Isaac,te confundió,Una clece de matematicas,No entendi,Me sentí confundido/no entendí nada,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,0,57,54,Rabia,No se,Lo que hago en mi tiempo libre,,11 a 13 años,No se,Mujer
12763650438,405335401,2021-06-22 11:19:11,2021-06-22 11:36:31,181.118.148.89,,,,,Sí,VALLE DEL CAUCA,Centro,te enseñó algo nuevo,Recuerdo una de las ultimas clases de artística donde aprendí sobre los mosaicos, degradaciones, oxidación de colores etc ,# Retratos culturales ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,55,0,100,Satisfacción/orgullo,Rara vez,Innovación / creatividad,11,17 a 19 años,Bachiller,Hombre
12763648020,405335401,2021-06-22 11:30:32,2021-06-22 11:36:37,181.55.86.244,,,,,Sí,VALLE DEL CAUCA,Centro,te enseñó algo nuevo,Conocí nuevas materias y mejore el manejo que le daba a la tecnología ,#conoci<3,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,60,100,28,Felicidad,Con frecuencia,Tecnología y herramientas digitales,11,14 a 16 años,Universitario,Mujer
12763646875,405335401,2021-06-22 11:18:53,2021-06-22 11:35:14,201.219.246.67,,,,,No,VALLE DEL CAUCA,Centro,te confundió,Recuerdo que para la actividad de la semana cultural, tuve que hacer un trabajo en grupo, ese trabajo teniamos plazo de un mes. Paso y paso el tiempo y  al final hicimos el trabajo en los dos ultimos dias.,#Eltrabajoengrupo ,Me sentí confundido/no entendí nada,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,51,60,35,no está seguro,Rara vez,El trabajo en equipo,10,14 a 16 años,Bachiller,Hombre
12763646774,405335401,2021-06-22 11:23:36,2021-06-22 11:35:23,181.55.188.15,,,,,Sí,VALLE DEL CAUCA,Jorge Isaac,te enseñó algo nuevo,La experiencia que compartiría, sería que tuve una buena educación con mis profesores y eso me ayudo a aprender algo nuevo,#aprendemas ,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,0,50,no está seguro,Rara vez,Ninguna de las anteriores,11,14 a 16 años,No se,Hombre
12763646731,405335401,2021-06-22 11:24:27,2021-06-22 11:35:36,181.129.162.10,,,,,Sí,VALLE DEL CAUCA,Jorge Isaac,te dio curiosidad por aprender más,Primero que todo en la clase de artistica aprendí muchas cosas nuevas como el arte abstracto, el retrato ,la historia de el vitral ,el retrato y la pintura medieval, también aprendi que atraves de un grafiti podemos enviar un mensaje públicamente a pesar de que no es legal .,Mi amor es el arte ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,60,50,60,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,9,14 a 16 años,Técnico,Mujer
12763646712,405335401,2021-06-22 11:19:36,2021-06-22 11:41:15,181.143.235.163,,,,,Sí,VALLE DEL CAUCA,Jorge Isaac,te enseñó algo nuevo,La experiencia fue en español que me enseñó que cuando uno Lee no debe leer por leer sino como entender la reflexión que se deja en cada lectura e imaginar lo que se está relatando,Leer con entendimiento,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,50,50,50,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,8,14 a 16 años,Bachiller,Hombre
12763646410,405335401,2021-06-22 11:19:02,2021-06-22 11:35:27,186.168.89.238,,,,,Sí,CAUCA,Jorge Isaac,te dio curiosidad por aprender más,Pues me pasó algo interesante con el profe de matemáticas que nos estaba explicando un tema que me gustó mucho me puso a mi a resolver y me estaba equivocando y el me seguia diciendo que no era asi y yo estaba confundido pero el me dió un tiempo para relacionar la pregunta luego que entendí respondí como era y ese tema me gustó mucho ya que me dió a aprender más sobre el tema,Tema de matemáticas que me gustó ,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,0,50,no está seguro,Rara vez,La forma como los profesores me evalúan,8,14 a 16 años,Bachiller,Hombre
12763645359,405335401,2021-06-22 11:23:41,2021-06-22 11:35:22,181.129.162.10,,,,,Sí,VALLE DEL CAUCA,Jorge Isaac,te enseñó algo nuevo,Me enseñó a que todavía existen profesores que valoran enseñar , pero que de igual hay otros que les importa lo mismo darlo lo mejor de ellos o no dar nada definitivamente el profesor Víctor Hugo Casañas para mí fue el mejor profesor ,experto en su área y también con un gran corazón amaba lo que hacía lamentablemente El ya no estará más enseñando pero que chévere sería que hubiese más profesores así . Y claro me enseñó y aprendí mucho . Fueron muchas las cosas que de el y de el área de el aprendí. ,Todavía hay docente que aman lo que hacen  por un país un futuro mejor ,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que pasaba antes,,0,48,52,Felicidad,Rara vez,La forma cómo los profesores enseñan,9,14 a 16 años,Bachiller,Mujer
12763645016,405335401,2021-06-22 11:19:28,2021-06-22 11:34:36,181.129.174.43,,,,,No,VALLE DEL CAUCA,Jorge Isaac,te enseñó algo nuevo,Un día con mi maestra de Matemáticas nos puso una actividad en clases la cual yo no entendía  y nos sacó al tablero y a mi fue la primera que me llamó y aún yo no había entendido nada y yo le dije maestra yo no entiendo y ella me decía salga al tablero hasta que salí con muchos nervios pero luego con la ayuda de mis compañeros la pude realizar muy bien.,#AprendiendoSinSaber?,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,58,17,Felicidad,Rara vez,La forma como los profesores me evalúan,10,17 a 19 años,Bachiller,Mujer
12763644130,405335401,2021-06-22 11:23:59,2021-06-22 11:36:55,181.51.39.58,,,,,Sí,VALLE DEL CAUCA,Centro,te enseñó algo nuevo,Qué es muy importante estudiar,Inteligencia,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Felicidad,Una vez,La forma cómo los profesores enseñan,10,14 a 16 años,No se,Mujer
12763644081,405335401,2021-06-22 11:19:38,2021-06-22 11:34:23,190.108.77.105,,,,,Sí,VALLE DEL CAUCA,Jorge Isaac,te dio curiosidad por aprender más,En todas las materias le da a uno de aprender más ir más allá ,Conocer más ,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,0,100,Satisfacción/orgullo,No se,Innovación / creatividad,11,14 a 16 años,Bachiller,Hombre
12763643533,405335401,2021-06-22 11:19:05,2021-06-22 11:34:18,181.62.54.11,,,,,No,VALLE DEL CAUCA,Centro,te enseñó algo nuevo,entendí lo importante que es tenerle amor al arte y al estudio y eso me impulso a tener mis cuaderno bonitos y realizar PDF super creativos,#yoletengoamoralestudio,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,2,100,0,Felicidad,Todo el tiempo,Innovación / creatividad,11,14 a 16 años,Bachiller,Mujer
