respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",FECHA DE IMPLEMENTACIÓN,DEPARTAMENTO,NOMBRE DEL CENTRO INFANTIL O INSTITUCIÓN EDUCATIVA,¿Cuántos años de experiencia tienes en la educación infantil? ,¿Cuál es tu nivel de formación?,¿Cuéntanos en qué rango de edad te encuentras ?,¿Cuál es tu género?,"Narra una historia relacionada con una situación significativa para ti (positiva, negativa, interesante o mixta), que hayas vivido o que estés viviendo como agente educativo en el centro infantil. Todo lo que quieras decir es válido.",La historia que contaste te generó.,¿Con qué frecuencia sucede la situación que narraste en la historia?,¿Con cuáles de las siguientes situaciones se relaciona tu historia? Escoge 3,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,La vinculación de las familias a las propuestas educativas.,Los momentos de alimentación de las niñas y los niños.,El desempeño de los agentes educativos/docentes y sus prácticas.,La disposición intencionada de los ambientes pedagógicos y otros espacios.,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",El acompañamiento al tránsito educativo de las niñas y los niños.,El trabajo colaborativo entre los agentes educativos/docentes.,La articulación entre la propuesta pedagógica y el proyecto educativo institucional.,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",La garantía de derechos de los niños y las niñas,"Mientras escribías la historia, sentiste que...",¿Cuál es el actor principal de tu historia?,"Si en la anterior pregunta tu respuesta fue ""Otro"", escribe cuál.","De acuerdo con la historia que contaste, ¿Cuál fue tu rol como agente educativo/docente?","Si fueras una niña o niño de primera infancia, ¿Cómo te gustaría vivir tu educación inicial? Elegir 3 opciones",Una alimentación que me guste.,Objetos y cosas para crear y jugar.,Que mi familia me acompañe más.,Poder hablar y preguntar más.,Más momentos de juego y diversión.,Exploración con la naturaleza.,Lugares donde me sienta tranquilo(a) y alegre.,Experiencias que me sorprendan y con las que puedo aprender.,Compartir (liderar) experiencias con los demás.,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,Contar con ambientes para disfrutar,op1,op2,"Desde tu rol como agente educativo/docente, ¿hacia dónde enfocarías tus acciones para aportar a la calidad de la educación inicial? Elige 3 opciones",Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,Crear o hacer parte de comunidades de aprendizaje con otros actores.,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",Otra,cual
13108611314,411664805,2021-11-08 07:21:37,2021-11-08 07:37:13,191.156.44.138,,,,,Sí,11/08/2021,ANTIOQUIA,Jardín Infantil Buen Comienzo Lusitania,11 a 15 años,Normalista,31 a 40 años,Mujer,"Actualmente me encuentro realizando la licenciatura en Educación infantil y ha sido un proceso bastante complejo, donde me ha tocado sacrificar el tiempo con mi familia y la relación de pareja la cual está totalmente deteriorada, me siento muy cansada, el manejo del tiempo se me ha salido de las manos, lo anterior para decir que como agente educativa he sentido que mi labor en ocasiones se ha visto muy afectada, dado que no logro cumplir con los tiempos estipulados para cumplir con los requerimientos.  ",Tristeza,De vez en cuando,,,,,El desempeño de los agentes educativos/docentes y sus prácticas.,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",,Fui muy honesto y conté lo que me pasó,Agentes educativos/docentes,.,"Fortalecerme como agente educativo/docente para alcanzar mis proyectos personales, familiares y profesionales.",,,,Que mi familia me acompañe más.,,,,Lugares donde me sienta tranquilo(a) y alegre.,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,Desarrollar mis capacidades socioemocionales.,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13108585980,411664805,2021-11-08 07:21:20,2021-11-08 07:25:20,191.156.36.95,,,,,Sí,11/08/2021,ANTIOQUIA,Jardín Infantil Buen Comienzo Lusitania,1 a 4 años,Licienciado,21 a 30 años,Mujer,Dejar huellas en los corazones d ellos niños y niñas a partir de emos conocimientos y saberes,Alegría,De vez en cuando,,,La vinculación de las familias a las propuestas educativas.,,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,.,Potenciar el desarrollo de los niños y las niñas.,,,,,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,Desarrollar mis capacidades socioemocionales.,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13108583043,411664805,2021-11-08 07:14:06,2021-11-08 07:25:03,191.156.46.250,,,,,Sí,11/08/2021,ANTIOQUIA,Jardín Infantil Buen Comienzo Lusitania,5 a 10 años,Licienciado,21 a 30 años,Mujer,Es gratificante observar cómo los niños y niñas disfrutan las herramientas tecnológicas y cómo a partir de estas surgen hipótesis de lo que observan y exploran. ,Motivación,De vez en cuando,La apropiación y uso de herramientas tecnológicas.,,,,,,,,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,N/A,Potenciar el desarrollo de los niños y las niñas.,,,Objetos y cosas para crear y jugar.,,,,,Lugares donde me sienta tranquilo(a) y alegre.,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,,Desarrollar mi creatividad y recursividad.,,Actualizar mis conocimientos para innovar en mis prácticas.,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,,,
13108585213,411664805,2021-11-08 07:19:12,2021-11-08 07:24:57,191.156.46.245,,,,,Sí,11/08/2021,ANTIOQUIA,Jardín Infantil Buen Comienzo Lusitania,5 a 10 años,Licienciado,21 a 30 años,Mujer,"Tránsiciones y cambios frente a la población de niño y niñas que he venido acompañando durante este año, lo cual me genera ambivalencia emocional.",Tristeza,De vez en cuando,,,,,,,,,,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",,Reflexioné y aprendí algo nuevo,Agentes educativos/docentes,N/A,Dar cumplimiento a los criterios de calidad de la educación infantil (hasta los 8 años) en el marco de la atención integral.,,,,,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,Contar con ambientes para disfrutar,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13108584574,411664805,2021-11-08 07:20:42,2021-11-08 07:24:39,191.95.37.220,,,,,Sí,11/08/2021,ANTIOQUIA,Jardín Infantil Buen Comienzo Lusitania,1 a 4 años,Técnicos,21 a 30 años,Mujer,"La aceptación de los niños y niñas en cuanto a la nueva modalidad de prestar el servicio, ya que para",Motivación,Todo el tiempo,,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,,,,,,,,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",,Fui muy honesto y conté lo que me pasó,Niños/niñas,No aplica,Potenciar el desarrollo de los niños y las niñas.,,Una alimentación que me guste.,,Que mi familia me acompañe más.,Poder hablar y preguntar más.,,,,,,,,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13108578653,411664805,2021-11-08 07:12:34,2021-11-08 07:22:13,181.236.214.102,,,,,Sí,11/08/2021,ANTIOQUIA,Jardín Infantil Buen Comienzo Lusitania,5 a 10 años,Licienciado,21 a 30 años,Mujer,"Una de las experiencias más significativas de este año, ha sido tener que afrontar la transición que se tiene cada día en la sala de desarrollo, son días de muchas emociones y sentimientos encontrados el pensar de que los niños y niñas se van del jardín, la mayoría tiene la capacidad de identificar que van hacer dicho cambio, sin embargo ha sido muy motivante, es primer vez que acompañó el nivel de jardín, creo que esta ha sido la experiencia más importante del año, algo que sin duda dejará huella.",Tristeza,Todo el tiempo,,,,,,,,El acompañamiento al tránsito educativo de las niñas y los niños.,,La articulación entre la propuesta pedagógica y el proyecto educativo institucional.,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",,Reflexioné y aprendí algo nuevo,Niños/niñas,No,Potenciar el desarrollo de los niños y las niñas.,Profes más afectivos,,,Que mi familia me acompañe más.,,,,,,,,Contar con ambientes para disfrutar,,,,Desarrollar mi creatividad y recursividad.,,Actualizar mis conocimientos para innovar en mis prácticas.,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13108575895,411664805,2021-11-08 07:15:34,2021-11-08 07:21:02,191.95.36.134,,,,,Sí,11/08/2021,ANTIOQUIA,Jardín Infantil Buen Comienzo Lusitania,5 a 10 años,Técnicos,21 a 30 años,Mujer,"La alternancia, el no tener a todos los niños al tiempo. ",Motivación,De vez en cuando,,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,,,,,,,,,,,Me confundí y no sabía que contar,Niños/niñas,. ,Dar cumplimiento a los criterios de calidad de la educación infantil (hasta los 8 años) en el marco de la atención integral.,,,,,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,Contar con ambientes para disfrutar,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13108575094,411664805,2021-11-08 07:12:09,2021-11-08 07:20:57,191.95.46.209,,,,,Sí,11/08/2021,ANTIOQUIA,Jardín Infantil Buen Comienzo Lusitania,5 a 10 años,Licienciado,21 a 30 años,Mujer,"El ingreso de los niños y las niñas, es un momento en el cual los niños y las niñas llegan demostrando el gusto e interés por estar en el jardín con sus compañeritos y agentes educativas, llegan dando abrazos y siendo cariñosos   ",Alegría,Todo el tiempo,,,,,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",,Fui muy honesto y conté lo que me pasó,Niños/niñas,"Niños, niñas ",Potenciar el desarrollo de los niños y las niñas.,Profes más afectivos,,,,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,,Contar con ambientes para disfrutar,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13108576825,411664805,2021-11-08 07:15:55,2021-11-08 07:20:55,191.156.5.205,,,,,Sí,11/08/2021,ANTIOQUIA,Jardín Infantil Buen Comienzo Lusitania,5 a 10 años,Licienciado,31 a 40 años,Mujer,"A lo largo del año se ha podido conocer las diferentes matices del proceso, aunque cada ser humano brilla por su esencia y en su luz propia, es más significativo e inspirador compartir con aquellas.personas que desean dejar fluir su esencia de ser humano.",Tranquilidad,Única vez,,,,,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",,Reflexioné y aprendí algo nuevo,Otro,Diseñadores de experiencias de united way Colombia ,"Fortalecerme como agente educativo/docente para alcanzar mis proyectos personales, familiares y profesionales.",,,,,,,,,Experiencias que me sorprendan y con las que puedo aprender.,Compartir (liderar) experiencias con los demás.,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,,,
13108572305,411664805,2021-11-08 07:12:34,2021-11-08 07:19:04,191.95.37.36,,,,,Sí,11/08/2021,ANTIOQUIA,Jardín Infantil Buen Comienzo Lusitania,5 a 10 años,Profesional no Licenciado,31 a 40 años,Mujer,"Los momentos que compartimos con los niños y niñas en las salas del desarrollo cuando realizamos actividades desde el componente de salud, son muy significativas por que los niños demuestran su gran interés por los temas tratados. ",Motivación,Todo el tiempo,,,,,,,,,,,,La garantía de derechos de los niños y las niñas,Fui muy honesto y conté lo que me pasó,Niños/niñas,No,Potenciar el desarrollo de los niños y las niñas.,,,,Que mi familia me acompañe más.,,,,Lugares donde me sienta tranquilo(a) y alegre.,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13108572299,411664805,2021-11-08 07:13:42,2021-11-08 07:18:44,191.95.37.152,,,,,Sí,11/08/2021,ANTIOQUIA,Jardín Infantil Buen Comienzo Lusitania,5 a 10 años,Licienciado,31 a 40 años,Mujer,"El momento en que mis niños dicen que me quieren llevar con ellos para la escuela, ya que quieren que yo sea su profe.",Alegría,Todo el tiempo,,,,,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",El acompañamiento al tránsito educativo de las niñas y los niños.,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,.,Potenciar el desarrollo de los niños y las niñas.,Profes más afectivos,,,,Poder hablar y preguntar más.,,,,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,,Desarrollar mi creatividad y recursividad.,,Actualizar mis conocimientos para innovar en mis prácticas.,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
