respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",FECHA DE IMPLEMENTACIÓN,DEPARTAMENTO,NOMBRE DEL CENTRO INFANTIL O INSTITUCIÓN EDUCATIVA,¿Cuántos años de experiencia tienes en la educación infantil? ,¿Cuál es tu nivel de formación?,¿Cuéntanos en qué rango de edad te encuentras ?,¿Cuál es tu género?,"Narra una historia relacionada con una situación significativa para ti (positiva, negativa, interesante o mixta), que hayas vivido o que estés viviendo como agente educativo en el centro infantil. Todo lo que quieras decir es válido.",La historia que contaste te generó.,¿Con qué frecuencia sucede la situación que narraste en la historia?,¿Con cuáles de las siguientes situaciones se relaciona tu historia? Escoge 3,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,La vinculación de las familias a las propuestas educativas.,Los momentos de alimentación de las niñas y los niños.,El desempeño de los agentes educativos/docentes y sus prácticas.,La disposición intencionada de los ambientes pedagógicos y otros espacios.,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",El acompañamiento al tránsito educativo de las niñas y los niños.,El trabajo colaborativo entre los agentes educativos/docentes.,La articulación entre la propuesta pedagógica y el proyecto educativo institucional.,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",La garantía de derechos de los niños y las niñas,"Mientras escribías la historia, sentiste que...",¿Cuál es el actor principal de tu historia?,"Si en la anterior pregunta tu respuesta fue ""Otro"", escribe cuál.","De acuerdo con la historia que contaste, ¿Cuál fue tu rol como agente educativo/docente?","Si fueras una niña o niño de primera infancia, ¿Cómo te gustaría vivir tu educación inicial? Elegir 3 opciones",Una alimentación que me guste.,Objetos y cosas para crear y jugar.,Que mi familia me acompañe más.,Poder hablar y preguntar más.,Más momentos de juego y diversión.,Exploración con la naturaleza.,Lugares donde me sienta tranquilo(a) y alegre.,Experiencias que me sorprendan y con las que puedo aprender.,Compartir (liderar) experiencias con los demás.,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,Contar con ambientes para disfrutar,op1,op2,"Desde tu rol como agente educativo/docente, ¿hacia dónde enfocarías tus acciones para aportar a la calidad de la educación inicial? Elige 3 opciones",Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,Crear o hacer parte de comunidades de aprendizaje con otros actores.,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",Otra,cual
13057678023,409984779,2021-10-19 19:40:49,2021-10-19 20:08:13,190.29.248.140,,,,,Sí,10/19/2021,ANTIOQUIA,CI MANRIQUE VERSALLES,1 a 4 años,Licienciado,21 a 30 años,Mujer,"Cómo agente Educativa me ha tocado presenciar infinidades de experiencias, pero hace poco con la llegada de la presencialidad de los niños y niñas al centro Infantil, nos a permitido a reconocer los contextos sociales de cada uno de ellos, pues hace dos meses llegó a mi grupo un niño de 3 años de contextura morena, cabello café oscuro muy ondulado, ojos grandes de color negro y una forma de ser muy particular, cuando me acerque a él para darle la bienvenida note que todo lo que le decía quedaba en el aire, pues no me respondía y pareciera que estuviera otro lugar pues no me miraba, simplemente se queda pensando y de un momento a otro empezaba a reírse sólo, esto inmediatamente me alarmó y empecé a observarlo muy detalladamente, note que no se relacionaba con sus demás amigos, pero no era agresivo, se le dificulta a seguir instrucciones a la hora de realizar la experiencia y me costaba mucho llamar su atención. Así que un día me senté a su lado y lo invite a pintar con varios elementos, cómo colores, marcadores, crayolas y vinilos. Justo aquí empecé a reconocer sus interese y pide observar que presentaba rechazo a las texturas como babosas (Vinilo), pues él prefirió pintar su mundo de rayas color azul y naranja esto me llamo mucho más la atención y dije la psicóloga tiene que ayudarme con a mirar más a fondo que pasa con el niño. Efectivamente la llamé ella llego nos sentamos con el niño y su comportamiento era igual el niño pareciera en otro planeta, dijimos tenemos que trabajar con la familia qué nos puede contar acerca del proceso de socialización del niño, pues yo me contacte con la mamá le pregunté Miles de cosas y ella no me supo responder, la invite a pedir cita con especialista y la mamá muy amablemente me aceptó todo lo que le dije, solicito la cita y todo marchaba perfecto. Un día cualquiera me escribió y me dijo profe el niño no puede ir esta semana tiene gripe, le acepte la excusa, la semana siguiente me dice profe lo voy a retirar me mudo me voy para Barranquilla y se perdió de todos los medios y me dejó muy triste por qué no me pudo contar cómo le fue con el niño en la cita cómo seguia, pues la verdad se que es un niño que necesitaba de nuestro apoyo y acompañamientos se que su mamá por lo poco que pude tratar con ella se que no le va a dar importancia al procedimiento que el niño requiera. Nosotros como agentes educativas también tenemos un don de reconocer e identificar los niños y niñas que requieren acompañamiento y el sin duda alguna la necesitaba demasiado, me da mucha impotencia saber que tiene una madre tan negligente frente al proceso de crecimiento y desarrollo del niño. Espero que en algún momento le llegue algún mensaje mío o logré responder mis llamadas o mensaje",Impotencia,De vez en cuando,,,,,,,,,,,,La garantía de derechos de los niños y las niñas,Fui muy honesto y conté lo que me pasó,Niños/niñas,No,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,,,,,,Exploración con la naturaleza.,,Experiencias que me sorprendan y con las que puedo aprender.,,Sentirme seguro(a) y protegido(a) por los adultos que me rodean.,,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13064232075,409984779,2021-10-21 21:02:28,2021-10-21 21:11:02,181.140.46.170,,,,,Sí,10/14/2021,ANTIOQUIA,CI CAICEDO SANTA LUCIA,5 a 10 años,Profesional no Licenciado,31 a 40 años,Hombre,Lograr junto con la ayuda de la agente educativa que un niño logrará empezar a comer ensalada,Motivación,De vez en cuando,,,,Los momentos de alimentación de las niñas y los niños.,,,,,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,X,Potenciar el desarrollo de los niños y las niñas.,,Una alimentación que me guste.,,,Poder hablar y preguntar más.,,,Lugares donde me sienta tranquilo(a) y alegre.,,,,,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,,,
13057696794,409984779,2021-10-19 20:04:11,2021-10-19 20:15:40,179.12.178.99,,,,,Sí,10/19/2021,ANTIOQUIA,CI CAICEDO SANTA LUCIA,1 a 4 años,Licienciado,21 a 30 años,Mujer,"En el actual proyecto ""Es como magia"", se han venido abordando diversos experimentos cientificos, idea que surgió mediante las emociones que mostraron los niños y niñas al realizar diversas experiencias, como burbujas con agua pintar camisas de colores y pintar a travez de la tecnica esgrafiado, en donde se sorprencieron y surgieron voces como ""parece magia"", ""/guau/, estamos haciendo magia"", entre otras. Lo que me permitió relucir esta propuesta, en donde hemos interactuado con el agua, imanes, ferrofluido, electricidad estatica y demás, en donde cada vez que observan algo novedoso mencionan ""es como magia"", al igual qur llegan emocionados a sus casas mencionando lo que han empleado. Algo que din duda me llena de alegría, al igual que me agrada saber que incrementan su pensamiento científico, se realizan preguntas, buscan sus propias conclusiones, al igual que buscan nuevos retos para plantear y resolver problemas evidenciados en su entorno.",Alegría,Todo el tiempo,,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,,,El desempeño de los agentes educativos/docentes y sus prácticas.,La disposición intencionada de los ambientes pedagógicos y otros espacios.,,,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,No,Potenciar el desarrollo de los niños y las niñas.,,,,Que mi familia me acompañe más.,,,Exploración con la naturaleza.,,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,Desarrollar mis capacidades socioemocionales.,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13044721918,409984779,2021-10-14 09:50:56,2021-10-14 10:06:24,190.28.114.158,,,,,Sí,10/14/2021,ANTIOQUIA,CI CAICEDO SANTA LUCIA,11 a 15 años,Licienciado,41 a 50 años,Mujer,"Aprender a guiar proceso en otras personas que les cuesta ver a un par orientando sus propios proceso, es necesario aprender a construir relaciones cordiales y empáticas para todos y eso me a generado muchos aprendizajes y aprender a tener mucha paciencia",Motivación,Todo el tiempo,,,,,El desempeño de los agentes educativos/docentes y sus prácticas.,,,,El trabajo colaborativo entre los agentes educativos/docentes.,,,,Reflexioné y aprendí algo nuevo,Agentes educativos/docentes,Los agente educativos,Dar cumplimiento a los criterios de calidad de la educación infantil (hasta los 8 años) en el marco de la atención integral.,,,,,,,,,Experiencias que me sorprendan y con las que puedo aprender.,Compartir (liderar) experiencias con los demás.,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13044676173,409984779,2021-10-14 09:46:41,2021-10-14 09:51:05,190.28.114.158,,,,,Sí,10/14/2021,ANTIOQUIA,CI CAICEDO SANTA LUCIA,1 a 4 años,Profesional no Licenciado,21 a 30 años,Hombre,Me siento a gusto con mi trabajo y compañeros sin embargo  cada vez se adjudican más funciones y tareas a los diferentes perfiles es de notar un claro agotamiento en los a.e,Impotencia,Todo el tiempo,,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,,,El desempeño de los agentes educativos/docentes y sus prácticas.,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,,,Fui muy honesto y conté lo que me pasó,Agentes educativos/docentes,Cual,Dar cumplimiento a los criterios de calidad de la educación infantil (hasta los 8 años) en el marco de la atención integral.,,,,,,,,Lugares donde me sienta tranquilo(a) y alegre.,,Compartir (liderar) experiencias con los demás.,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,Crear o hacer parte de comunidades de aprendizaje con otros actores.,,,
13054724467,409984779,2021-10-19 00:09:47,2021-10-19 00:17:05,181.51.32.82,,,,,Sí,10/19/2021,ANTIOQUIA,CI COMUNIQUEMONOS SOL SOLECITO,11 a 15 años,Licienciado,31 a 40 años,Mujer,"Este año a sido muy exitoso  con la proyección. De solecilla te acompaña ya que por medio de esta  estrategia nos hemos dado de cuenta de muchas necesidades que tiene las familias en los psicológicos ,lo nutricional y en salud por lo tanto hemos logrado solucionar muchas de ellas gracias a la estrategia de fortalecimiento ",Motivación,Todo el tiempo,,,,,,,,,,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",,Fui muy honesto y conté lo que me pasó,Niños/niñas,Y vincular también las familias ,Acompañar a las familias para que apoyen el desarrollo y aprendizaje de los niños y niñas.,,,,,,Más momentos de juego y diversión.,,,,,,,,,,,,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13045357731,409984779,2021-10-14 13:28:32,2021-10-14 13:32:45,191.156.32.154,,,,,Sí,10/14/2021,ANTIOQUIA,CI COMUNIQUEMONOS SOL SOLECITO,1 a 4 años,Normalista,31 a 40 años,Mujer,Es muy hermoso cuando se cuenta con el apoyo de los padres de familia ante la realización de cada una de las experiencias de aprendizaje en donde los niños y las niñas. De una manera dinámica traen con sigo sus cuentos u anécdotas de su vida. ,Motivación,De vez en cuando,,,,,,,,,El trabajo colaborativo entre los agentes educativos/docentes.,,,,Reflexioné y aprendí algo nuevo,Niños/niñas,Ninguna ,Potenciar el desarrollo de los niños y las niñas.,,,,Que mi familia me acompañe más.,,Más momentos de juego y diversión.,Exploración con la naturaleza.,,,,,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13057259118,409984779,2021-10-19 17:03:02,2021-10-19 17:13:03,191.95.54.177,,,,,Sí,10/19/2021,ANTIOQUIA,CI DAME LA MANO,5 a 10 años,Profesional no Licenciado,31 a 40 años,Mujer,"Hace algunos días las agentes educativas nos dispusimos a realizar una experiencia significativa en la cual cada una de nosotras debía de contar una historia de nuestra niñez y para mi fue una sorpresa enterarme de algunas situaciones por las cuales pasaron mis compañeras, pues algunas fueron bastante duras y las cuales marcó su vida para siempre. Me sentí conmovida y a la vez sorprendida porque estas personas aparentemente se ven lejos de haber pasado por este tipo de situaciones. Sentí mucha empatía",Impotencia,Única vez,,,,,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",La garantía de derechos de los niños y las niñas,Fui muy honesto y conté lo que me pasó,Agentes educativos/docentes,No,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,Profes más afectivos,,,,,,,Lugares donde me sienta tranquilo(a) y alegre.,,,Sentirme seguro(a) y protegido(a) por los adultos que me rodean.,,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13056985391,409984779,2021-10-19 14:46:46,2021-10-19 15:21:43,181.206.82.36,,,,,Sí,10/19/2021,ANTIOQUIA,CI DAME LA MANO,Más de 15 años,Licienciado,41 a 50 años,Mujer,El grupo Exploradores del Centro Infantil Dame la Mano de 4 años,Motivación,De vez en cuando,,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,La vinculación de las familias a las propuestas educativas.,,,,,El acompañamiento al tránsito educativo de las niñas y los niños.,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,ninguna,Actuar de la mejor manera para conservar mi empleo.,Profes más afectivos,,,,,Más momentos de juego y diversión.,,Lugares donde me sienta tranquilo(a) y alegre.,,,,,,,Desarrollar mis capacidades socioemocionales.,,,Actualizar mis conocimientos para innovar en mis prácticas.,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13036365535,409984779,2021-10-11 15:45:12,2021-10-11 16:11:34,181.58.38.10,,,,,Sí,10/11/2021,ANTIOQUIA,CI DAME LA MANO,5 a 10 años,Profesional no Licenciado,41 a 50 años,Mujer,"Al inicio de este año, estuve trabajando en dos entidades ya que la relación técnica para nutricionistas no alcanzaba, lo que dificultó mucho mis funciones en la entidad y en la sede, sin embargo, ya se solucionó en parte, por esto mi labor la he podido desarrollar en mejor medida.",Impotencia,Única vez,,,,,,,,,El trabajo colaborativo entre los agentes educativos/docentes.,,,,Me confundí y no sabía que contar,Otro,Yo misma,Actuar de la mejor manera para conservar mi empleo.,,Una alimentación que me guste.,,,,,Exploración con la naturaleza.,,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13032404853,409984779,2021-10-09 12:20:19,2021-10-09 12:34:20,181.134.225.13,,,,,Sí,10/07/2021,ANTIOQUIA,CI DAME LA MANO,1 a 4 años,Normalista,21 a 30 años,Mujer,"Durante la planeación de las experiencias pedagógicas, buscamos trascender, motivar y cautivar a los niños y niñas, el mes pasado, planeamos una pijamada a la cual hicimos una invitación y creamos expectativas durante los días anteriores,  llegado el día la emoción de mis niños al verme con pijama y pantuflas nublaron mis ojos con lágrimas, me recordo la importancia de planear, involucrarse y divertirse con ellos, logrando así experiencias mágicas e inolvidables. Facilitando el aprendizaje significativo y potencializando sus habilidades desde la capacidad de asombro. ",Motivación,Única vez,,,,,El desempeño de los agentes educativos/docentes y sus prácticas.,La disposición intencionada de los ambientes pedagógicos y otros espacios.,,,,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",,Fui muy honesto y conté lo que me pasó,Niños/niñas,No aplica,Potenciar el desarrollo de los niños y las niñas.,,,,Que mi familia me acompañe más.,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,,,,Actualizar mis conocimientos para innovar en mis prácticas.,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13024824200,409984779,2021-10-06 15:18:13,2021-10-06 15:34:44,181.140.96.176,,,,,Sí,10/06/2021,ANTIOQUIA,CI EXPLORADORES DE SUEÑOS MIRANDA,5 a 10 años,Otros,31 a 40 años,Mujer,"EL NIÑO MANUEL ALEJANDRO ME ABRAZA Y ME DICE QUE EL ME QUIERE DAR UN REGALO PERO QUE EL NO TIENE PLATA, YO LE DIGO QUE LOS ABRAZOS SON REGALOS DIVINIOS Y QUE TIENEN UN VALOR MUY GRANDE, AL OTRO DIA ",Motivación,De vez en cuando,,,,,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,La articulación entre la propuesta pedagógica y el proyecto educativo institucional.,,La garantía de derechos de los niños y las niñas,Fui muy honesto y conté lo que me pasó,Niños/niñas,N/A,Potenciar el desarrollo de los niños y las niñas.,,,,,Poder hablar y preguntar más.,,,Lugares donde me sienta tranquilo(a) y alegre.,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13023461975,409984779,2021-10-06 07:50:06,2021-10-06 08:05:10,181.140.96.176,,,,,Sí,09/06/2021,ANTIOQUIA,CI EXPLORADORES DE SUEÑOS MIRANDA,1 a 4 años,Especialista,51 a 60 años,Mujer,"El Centro Infantil en el mes de septiembre inicia con la atención de los niños y niñas que se encontraban en virtualidad y llegan a la presencialidad en sede.  En ese sentido muchos de los niños y niñas llegan felices por estar al lado de quienes solo veían en pantalla, sin embargo, la situación de comodidad y alegría duró muy poco, ya que con el tiempo fueron extrañando a sus madres o adultos significativos, generando una crisis de angustia y ansiedad en aquellos niños y niñas.  Es así como me dispongo a llevarlos a mi oficina y utilizo los personajes que tenemos en la sede del material del Kiwi, en donde empiezo a narrar una historia de goce y disfrute, que saca al niño en primer lugar de su furia, frustración y angustia, tranquilizando su corazón y sus pensamientos, en donde se evidencia poco a poco su calma, tranquilidad y su cese al llanto y angustia, provocando risas y brindando elementos del kiwi con los que podían interactuar, construyendo ellos mismos sus propias historias con aquellos personajes, para finalmente entregarlos a su sala de desarrollo más tranquilos, regulados y estables, permitiendo la interacción con sus pares, ayudando a que la jornada terminara de manera tranquila y amigable con todo el ambiente del Centro Infantil.",Orgullo/Satisfacción,De vez en cuando,,,,,,,,El acompañamiento al tránsito educativo de las niñas y los niños.,,,"Gestión socioemocional de los agentes educativos/docentes, familias, niños y niñas.",La garantía de derechos de los niños y las niñas,Fui muy honesto y conté lo que me pasó,Niños/niñas,N/A,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,,,,,Más momentos de juego y diversión.,Exploración con la naturaleza.,Lugares donde me sienta tranquilo(a) y alegre.,,,,,,,,Desarrollar mi creatividad y recursividad.,,Actualizar mis conocimientos para innovar en mis prácticas.,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13022328313,409984779,2021-10-05 21:13:14,2021-10-05 21:34:37,179.15.12.182,,,,,Sí,10/05/2021,ANTIOQUIA,CI EXPLORADORES DE SUEÑOS MIRANDA,11 a 15 años,Licienciado,31 a 40 años,Mujer,"Un viernes en la mañana, una de las niñas en el momento del juego se sienta en un rincón a llorar de forma desconsolada, los compañeros le preguntaba que le pasaba, pero ella no respondía, la agente educativa se acerca le da un abrazo y le pregunta que le ocurre, la niña sin casi poder hablar por causa de tanto llanto, le dice que extraña mucho al papá y que quiere verlo, la profe le pregunta que días lo vez, los viernes y fines de semana, los niños y la profe trataban de tranquilizarla y le explicaban que tranquila, porque hoy era viernes y podía están con él, se recurrió al cuento de Kiwi el que habla sobre la tristeza y esto permitió tranquilizarse y sentirse mucho mejor, los compañeros la abrazaron y trataron de darle muchos ánimos, la niña el día lunes llega mi contenta y cuenta que desde el día viernes pudo estar con el papá y que salieron todos juntos en familia y que ella le contó a la familia lo que había pasado en el centro infantil y que le ayudo mucho para estar más tranquila. Estaba feliz y esto me hace sentir muy contenta, permitir acompañar y orientar en cada proceso de la vida de los niños y niñas",Motivación,De vez en cuando,,,,,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",El acompañamiento al tránsito educativo de las niñas y los niños.,,,,La garantía de derechos de los niños y las niñas,Reflexioné y aprendí algo nuevo,Niños/niñas,*,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,Profes más afectivos,,,Que mi familia me acompañe más.,,,Exploración con la naturaleza.,,,,,,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13059001984,409984779,2021-10-20 08:39:20,2021-10-20 08:43:28,191.88.50.138,,,,,Sí,10/20/2021,ANTIOQUIA,CI GRANDES TALENTOS,1 a 4 años,Especialista,31 a 40 años,Mujer,Positiva: El acompañamiento que realizo con niños y niñas con discapacidad ya que es mi motivacion xq cada significado o aprendizaje sean minimos me ayudan para saber que me encanta trabajar con esta poblacion,Motivación,De vez en cuando,,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,,,El desempeño de los agentes educativos/docentes y sus prácticas.,La disposición intencionada de los ambientes pedagógicos y otros espacios.,,,,,,,Reflexioné y aprendí algo nuevo,Niños/niñas,no aplica,Acompañar a las familias para que apoyen el desarrollo y aprendizaje de los niños y niñas.,,,Objetos y cosas para crear y jugar.,Que mi familia me acompañe más.,,,,Lugares donde me sienta tranquilo(a) y alegre.,,,,,,,Desarrollar mis capacidades socioemocionales.,,,,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,Crear o hacer parte de comunidades de aprendizaje con otros actores.,,,
13045251152,409984779,2021-10-14 12:50:50,2021-10-14 12:55:34,191.88.50.138,,,,,Sí,09/29/2021,ANTIOQUIA,CI GRANDES TALENTOS,11 a 15 años,Licienciado,41 a 50 años,Mujer,El empoderamiento de las agentes educativas en el trabajo diario con los niños y niñas viendo día a día el amor y la entrega por lo que hacen,Orgullo/Satisfacción,Todo el tiempo,,,,,El desempeño de los agentes educativos/docentes y sus prácticas.,,,,,,,,Fui muy honesto y conté lo que me pasó,Agentes educativos/docentes,N/A,"Fortalecerme como agente educativo/docente para alcanzar mis proyectos personales, familiares y profesionales.",,,,,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,,Contar con ambientes para disfrutar,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,,,,
13032406365,409984779,2021-10-09 12:16:09,2021-10-09 12:35:29,181.63.154.18,,,,,Sí,10/09/2021,ANTIOQUIA,CI GRANDES TALENTOS,11 a 15 años,Licienciado,31 a 40 años,Mujer,"Mi experiencia como docente de primera infancia es de 14 años, pero los últimos 6 años tuve a cargo los grupos de los más grandecitos, es decir de 4 y 5 años. Este año me fue asignado el grupo de los pequeños de 2 y 3 años, así que al comienzo tuve un poco de incertidumbre de saber como me iría. Ha sido una experiencia maravillosa, recordar como es compartir con niños y niñas tan pequeños es enriquecedor ya que soy muy emocionales y eso hace que los lazos afectivos con ellos sea más cercanos. Ha sido un año de nuevos aprendizajes y experiencias que aportar mucho a mi rol de agente educativa ",Alegría,De vez en cuando,,,,,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,Ninguna,Potenciar el desarrollo de los niños y las niñas.,Profes más afectivos,,,,,,Exploración con la naturaleza.,,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13029815744,409984779,2021-10-08 07:51:19,2021-10-08 08:01:19,190.248.111.160,,,,,Sí,10/08/2021,ANTIOQUIA,CI GRANDES TALENTOS,Menos de 1 año,Profesional no Licenciado,21 a 30 años,Hombre,"Me pasó con una niña de otro Centro Infantil que opero. La menor cuenta con un Dx de Síndrome de Down, ésta llegó al Centro Infantil con un desface en todas las esferas de desarrollo como el lenguaje (comunicación verbal y no verbal), la socialización, la cognición, la motricidad fina y gruesa, etc. al pasar el tiempo y con la ayuda del equipo interdisciplinario, la niña pudo avanzar significativamente en cada una de las esferas, obteniendo habilidades nuevas para la vida. La madre de la menor se siente agradecida y hora más comprometida con el desarrollo integral de su hija.",Motivación,De vez en cuando,,,La vinculación de las familias a las propuestas educativas.,,El desempeño de los agentes educativos/docentes y sus prácticas.,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,Los niños y las niñas.,Potenciar el desarrollo de los niños y las niñas.,,Una alimentación que me guste.,Objetos y cosas para crear y jugar.,Que mi familia me acompañe más.,,,,,,,,,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
13021940247,409984779,2021-10-05 18:14:31,2021-10-05 18:23:39,191.156.44.48,,,,,Sí,10/05/2021,ANTIOQUIA,CI JESUS AMIGO,11 a 15 años,Licienciado,31 a 40 años,Mujer,Mi maestea favorita: Todos los dias una niña de mi centro infantil  constantemente realiza expresiones tales como: eres mi maestra favorita o eres una buena maestra lo que en todos los años de expreiencia  no  habian expresado los niños y eso me motiva.,Alegría,Todo el tiempo,,,,,,,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",,,,,,Fui muy honesto y conté lo que me pasó,Niños/niñas,Maestro,Potenciar el desarrollo de los niños y las niñas.,,,,,,,Exploración con la naturaleza.,,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,Entornos protectores,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,,,,
