respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",FECHA DE IMPLEMENTACIÓN,DEPARTAMENTO,NOMBRE DEL CENTRO INFANTIL O INSTITUCIÓN EDUCATIVA,¿Cuántos años de experiencia tienes en la educación infantil? ,¿Cuál es tu nivel de formación?,¿Cuéntanos en qué rango de edad te encuentras ?,¿Cuál es tu género?,"Narra una historia relacionada con una situación significativa para ti (positiva, negativa, interesante o mixta), que hayas vivido o que estés viviendo como agente educativo en el centro infantil. Todo lo que quieras decir es válido.",La historia que contaste te generó.,¿Con qué frecuencia sucede la situación que narraste en la historia?,¿Con cuáles de las siguientes situaciones se relaciona tu historia? Escoge 3,"Mientras escribías la historia, sentiste que...",¿Cuál es el actor principal de tu historia?,"De acuerdo con la historia que contaste, ¿Cuál fue tu rol como agente educativo/docente?","Si fueras una niña o niño de primera infancia, ¿Cómo te gustaría vivir tu educación inicial? Elegir 3 opciones",Una alimentación que me guste.,Objetos y cosas para crear y jugar.,Que mi familia me acompañe más.,Poder hablar y preguntar más.,Más momentos de juego y diversión.,Exploración con la naturaleza.,Lugares donde me sienta tranquilo(a) y alegre.,Experiencias que me sorprendan y con las que puedo aprender.,Compartir (liderar) experiencias con los demás.,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,Contar con ambientes para disfrutar,op1,op2,"Desde tu rol como agente educativo/docente, ¿hacia dónde enfocarías tus acciones para aportar a la calidad de la educación inicial? Elige 3 opciones",Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,Crear o hacer parte de comunidades de aprendizaje con otros actores.,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",Otra,cual
13113845485,401757236,2021-11-09 18:13:13,2021-11-09 18:25:01,186.102.17.94,,,,,Sí,11/09/2021,ATLÁNTICO,IE Barrio Simón Bolívar,1 a 4 años,Licienciado,31 a 40 años,Mujer,"En las experiencias ha resultado muy significativo la creación de estrategias de trabajo para promover el aprendizaje y una de estas se relaciona con la conciencia fonológica que posibilita el reconocimiento de la riqueza del lenguaje, tanto así que invita a jugar con la imaginación o permite generar retos para la edad como los trabalenguas que vinculan también a las familias.",Motivación,Todo el tiempo,La disposición intencionada de los ambientes pedagógicos y otros espacios.,Reflexioné y aprendí algo nuevo,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,,,Objetos y cosas para crear y jugar.,,Poder hablar y preguntar más.,Más momentos de juego y diversión.,,,,,,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,,,
13113806935,401757236,2021-11-09 18:05:20,2021-11-09 18:11:31,186.102.17.94,,,,,Sí,11/09/2021,ATLÁNTICO,CDI Niños Jesús Galán,1 a 4 años,Profesional no Licenciado,21 a 30 años,Mujer,"El trabajo con población de sectores vulnerables tiene ventajas permanente porque las familias son recursivas y cuando participan lo hacen con una motivación especial. Las niñas y los niños también son súper creativos, están creando juegos y generando oportunidades para estar con los otros compartiendo y aprendiendo constantemente.",Motivación,Todo el tiempo,La garantía de derechos de los niños y las niñas,Reflexioné y aprendí algo nuevo,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,,,Objetos y cosas para crear y jugar.,,Poder hablar y preguntar más.,Más momentos de juego y diversión.,,,,,,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,,,
13113801640,401757236,2021-11-09 17:51:46,2021-11-09 18:09:45,191.95.29.34,,,,,Sí,11/09/2021,ATLÁNTICO,CDI Cepeda Samudio,5 a 10 años,Licienciado,31 a 40 años,Mujer,"En el ambiente pedagogico  los niños y niñas observaban  los libros del espacio de lectura creativa  discriminaban las imagenes y observaban letras  las cuales  preguntaban como se llamaban,  un dia  un niño comenzo a buscar las letras de su nombre en cada lectura del cuento y empezo su primera lectura de palabras y frases",Motivación,De vez en cuando,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,Fui muy honesto y conté lo que me pasó,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,,,,Que mi familia me acompañe más.,,,,Lugares donde me sienta tranquilo(a) y alegre.,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13113782181,401757236,2021-11-09 17:53:55,2021-11-09 18:03:13,186.102.17.94,,,,,Sí,11/08/2021,ATLÁNTICO,IE San Luis,5 a 10 años,Profesional no Licenciado,41 a 50 años,Mujer,"Las experiencias con primera infancia son muchísimas y quedan en la memoria porque siempre sorprenden con sus ocurrencias y con su iniciativa para crear historias fantásticas y en otras ocasiones, reflejan problemáticas muy complejas de violencia intrafamiliar. Cuando esto ocurre, interviene el trabajo psicosocial y las dinámicas del hogar pueden cambiar, mejorando la relación entre los adultos e incluso el trato para los niños  ",Motivación,Todo el tiempo,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",Reflexioné y aprendí algo nuevo,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,,,Objetos y cosas para crear y jugar.,,,Más momentos de juego y diversión.,,Lugares donde me sienta tranquilo(a) y alegre.,,,,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,,,
13113748355,401757236,2021-11-09 17:16:08,2021-11-09 17:52:28,186.102.17.94,,,,,Sí,11/09/2021,ATLÁNTICO,IE Barrio Simón Bolívar,5 a 10 años,Magister,41 a 50 años,Mujer,"Son diversas las experiencias, algunas relacionadas con la sensibilidad motivada en cada grupo de estudiantes, a partir de la vinculación de niñas y niños con NEE quienes participan y promueven de una manera impactante el aprendizaje de sus pares y afianzan el trabajo cooperativo. También he logrado vivienciar otras experiencias en alianza con la comunidad para potenciar las destrezas de los estudiantes desde el arte, el movimiento y el dominio corporal; algunas de estas experiencias han generado reportajes como el que fue publicado el 27 de agosto de 2015 en el periódico LA LIBERTAD, titulado ""Inaugurada Copa William Knight""   ",Motivación,Todo el tiempo,La disposición intencionada de los ambientes pedagógicos y otros espacios.,Reflexioné y aprendí algo nuevo,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,,,,,Poder hablar y preguntar más.,,,,Experiencias que me sorprendan y con las que puedo aprender.,Compartir (liderar) experiencias con los demás.,,,,,,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,,,
13113623398,401757236,2021-11-09 15:18:36,2021-11-09 17:11:26,186.102.17.94,,,,,Sí,11/09/2021,ATLÁNTICO,IE José Antonio Galán,5 a 10 años,Magister,41 a 50 años,Mujer,"Son muchísimas las experiencias que han impactado el proceso; tratándose de compartir una, tendría que comentar que al llegar a la IE con experiencia de trabajo en la modalidad de CDI logré promover la apertura de los niveles de atención para primera infancia en el mes de julio del año 2015 y a la fecha, la atención se brinda en las dos jornadas con el abordaje de las actividades rectoras que potencian el desarrollo y promueven el aprendizaje  ",Motivación,Todo el tiempo,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",Reflexioné y aprendí algo nuevo,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,,,,,Poder hablar y preguntar más.,,,,Experiencias que me sorprendan y con las que puedo aprender.,Compartir (liderar) experiencias con los demás.,,,,,,,,Actualizar mis conocimientos para innovar en mis prácticas.,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13113586647,401757236,2021-11-09 16:51:25,2021-11-09 16:59:22,200.114.24.235,,,,,Sí,11/09/2021,ATLÁNTICO,IE Carrizal,11 a 15 años,Licienciado,31 a 40 años,Mujer,"Para mí es muy significativo las ceremonias de clausura , cuando ellos se ven con sus togas y birretes saben que ya van para primero de primaria y se sienten emocionados por el cambio y felices por la.graduacion ,en una de esas ceremonias un niño pidió decir unas palabras me queden shock cunado comenzó a agradecerme por haberle enseñado muchas cosas por quererlo y tratarlo con amor , entonces pude impactar en la vida de un niño y eso es una sensación maravillosa hoy cuando paso el viene feliz a saludarme , abrazarme y siempre me recuerda ",Orgullo/Satisfacción,Todo el tiempo,"La calidad de las interacciones entre agentes educativos/docentes, familias, niños y niñas.",Fui muy honesto y conté lo que me pasó,Niños/niñas,Potenciar el desarrollo de los niños y las niñas.,,,,,,,Exploración con la naturaleza.,,Experiencias que me sorprendan y con las que puedo aprender.,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,,Desarrollar mis capacidades socioemocionales.,,,,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13113451131,401757236,2021-11-09 16:04:17,2021-11-09 16:12:42,186.169.233.198,,,,,Sí,11/09/2021,ATLÁNTICO,CDI Carrizal Institucional,Más de 15 años,Normalista,41 a 50 años,Mujer,El momento en que ellos se inquietan a despertar su interés y de preguntar ¿maestra  yo voy a estar en un colegio más grande? ¿Maestra voy a conocer nuevos amiguitos? ,Orgullo/Satisfacción,Todo el tiempo,La forma como está organizado el día a día de los niños y las niñas en el Centro Infantil o Institución Educativa.,Fui muy honesto y conté lo que me pasó,Niños/niñas,Acompañar a las familias para que apoyen el desarrollo y aprendizaje de los niños y niñas.,,,Objetos y cosas para crear y jugar.,,,,Exploración con la naturaleza.,,Experiencias que me sorprendan y con las que puedo aprender.,,,,,,Desarrollar mis capacidades socioemocionales.,Desarrollar mi creatividad y recursividad.,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,,,,
13113369854,401757236,2021-11-09 15:34:21,2021-11-09 15:45:18,190.1.164.185,,,,,Sí,11/09/2021,ATLÁNTICO,IE Alberto Assa,Más de 15 años,Especialista,51 a 60 años,Mujer,"En un tiempo una coordinadora empezamos a recibir niños de guarderias cercanas, los niños lloraban y por eso nos ideamos un libro de inscripcion, y se le colocaba una cita para que los padres llevaran los niños por dos horas, preparabamos una merienda con una fiesta para que ellos cogieran los juguetes y cada una de nosotras hacia una actividad. Esto nos servía para que los niños entraran  en confianza. Ahora este proceso se perdió.",Alegría,De vez en cuando,El acompañamiento al tránsito educativo de las niñas y los niños.,Fui muy honesto y conté lo que me pasó,Familias y otras personas significativas,Potenciar el desarrollo de los niños y las niñas.,,,,Que mi familia me acompañe más.,,Más momentos de juego y diversión.,,,,,,Contar con ambientes para disfrutar,,,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,Actualizar mis conocimientos para innovar en mis prácticas.,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,,,
13113232872,401757236,2021-11-09 14:53:46,2021-11-09 15:00:06,191.95.16.125,,,,,Sí,11/09/2021,ATLÁNTICO,IE Carrizal,5 a 10 años,Magister,31 a 40 años,Mujer,"Una situación significativa es lo que estamos viviendo debido a la pandemia, desarrollar las clases desde la distancia nos ha dado la oportunidad de conocer más a las familias y que estás sean más concientes del proceso de sus hijos, es algo que está cambiando la forma en que vemos la educación. ",Motivación,De vez en cuando,La vinculación de las familias a las propuestas educativas.,Fui muy honesto y conté lo que me pasó,Familias y otras personas significativas,Acompañar a las familias para que apoyen el desarrollo y aprendizaje de los niños y niñas.,,,Objetos y cosas para crear y jugar.,,,,,,Experiencias que me sorprendan y con las que puedo aprender.,,,Contar con ambientes para disfrutar,,.,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,Apropiarme e implementar la propuesta pedagógica y los referentes de educación inicial.,,"Identificar situaciones problemáticas en el Centro Infantil / Institución Educativa y generar soluciones creativas, de manera colaborativa e interdisciplinaria.",,
13112803542,401757236,2021-11-09 12:17:14,2021-11-09 12:46:19,190.84.116.228,,,,,Sí,11/09/2021,ATLÁNTICO,CDI Niño Jesús Olaya,5 a 10 años,Licienciado,21 a 30 años,Mujer,"De acuerdo a mi experiencia en un cambio de guardería a colegio privado, me dio muy duro el cambio, por las instalaciones que eran más grandes, tenía que hacer nuevas amigas y no sabía si mi profesora me iba a tratar igual. Cuando cambie de colegio privado a público, me motivo que había piscina en ese colegio, era mucho más grande, tenía animales y me pareció muy lindo.",Motivación,De vez en cuando,La disposición intencionada de los ambientes pedagógicos y otros espacios.,Fui muy honesto y conté lo que me pasó,Niños/niñas,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,,,,,,,Exploración con la naturaleza.,Lugares donde me sienta tranquilo(a) y alegre.,,,Sentirme seguro(a)  y protegido(a) por los adultos que me rodean.,,,Tener profesores afectivos y,,,Motivar la vinculación de las familias a las propuestas del Centro Infantil / Institución Educativa.,,,Crear o hacer parte de comunidades de aprendizaje con otros actores.,,,
